Customer_ID,Customer_Segment,Age_Group
C03303,Regular,45-54
C03304,Regular,35-44
C03305,New,18-24
C03306,Regular,35-44
C03307,Regular,18-24
C03308,New,18-24
C03309,Regular,55+
C03310,Regular,45-54
C03311,Regular,25-34
C03312,Regular,45-54
C03313,Regular,55+
C03314,New,35-44
C03315,New,35-44
C03316,Regular,35-44
C03317,Regular,25-34
C03318,New,18-24
C03319,Loyal,35-44
C03320,Regular,25-34
C03321,Regular,18-24
C03322,New,25-34
C03323,Regular,25-34
C03324,Regular,55+
C03325,Regular,35-44
C03326,Regular,25-34
C03327,Loyal,55+
C03328,Regular,45-54
C03329,New,25-34
C03330,Regular,45-54
C03331,Regular,25-34
C03332,Regular,25-34
C03333,New,25-34
C03334,New,35-44
C03335,Loyal,25-34
C03336,Regular,35-44
C03337,Loyal,35-44
C03338,Regular,18-24
C03339,Regular,18-24
C03340,Regular,25-34
C03341,Loyal,18-24
C03342,Regular,35-44
C03343,Regular,25-34
C03344,New,35-44
C03345,Regular,25-34
C03346,Regular,35-44
C03347,New,45-54
C03348,New,55+
C03349,New,45-54
C03350,New,25-34
C03351,New,18-24
C03352,Regular,35-44
C03353,Loyal,55+
C03354,Regular,25-34
C03355,New,25-34
C03356,New,18-24
C03357,Regular,35-44
C03358,Regular,25-34
C03359,Loyal,18-24
C03360,Regular,45-54
C03361,Regular,25-34
C03362,New,25-34
C03363,Regular,25-34
C03364,New,25-34
C03365,Loyal,25-34
C03366,Regular,25-34
C03367,Regular,25-34
C03368,New,35-44
C03369,New,35-44
C03370,Regular,25-34
C03371,New,25-34
C03372,Regular,45-54
C03373,New,18-24
C03374,Regular,18-24
C03375,Loyal,25-34
C03376,Regular,35-44
C03377,Regular,25-34
C03378,New,35-44
C03379,New,35-44
C03380,Regular,45-54
C03381,Regular,18-24
C03382,Regular,35-44
C03383,New,18-24
C03384,New,25-34
C03385,New,25-34
C03386,Loyal,25-34
C03387,New,45-54
C03388,Regular,18-24
C03389,New,25-34
C03390,Regular,25-34
C03391,Regular,35-44
C03392,Loyal,18-24
C03393,Loyal,45-54
C03394,Regular,45-54
C03395,Loyal,45-54
C03396,Loyal,18-24
C03397,Loyal,35-44
C03398,Loyal,18-24
C03399,New,45-54
C03400,Regular,35-44
C03401,New,25-34
C03402,New,35-44
C03403,Loyal,18-24
C03404,Regular,25-34
C03405,Regular,25-34
C03406,Loyal,55+
C03407,Loyal,45-54
C03408,Loyal,35-44
C03409,New,55+
C03410,New,25-34
C03411,Regular,45-54
C03412,New,25-34
C03413,New,35-44
C03414,Regular,35-44
C03415,Regular,18-24
C03416,Regular,25-34
C03417,New,18-24
C03418,Regular,55+
C03419,New,18-24
C03420,New,25-34
C03421,Regular,35-44
C03422,Regular,25-34
C03423,Regular,25-34
C03424,New,35-44
C03425,Loyal,18-24
C03426,Regular,35-44
C03427,Regular,25-34
C03428,Regular,25-34
C03429,Loyal,25-34
C03430,Regular,25-34
C03431,Regular,45-54
C03432,Loyal,45-54
C03433,Regular,25-34
C03434,Regular,25-34
C03435,Regular,25-34
C03436,Regular,25-34
C03437,New,25-34
C03438,Regular,45-54
C03439,Loyal,25-34
C03440,Loyal,18-24
C03441,Regular,25-34
C03442,Regular,18-24
C03443,New,35-44
C03444,Loyal,25-34
C03445,Loyal,25-34
C03446,Regular,25-34
C03447,Loyal,45-54
C03448,Regular,18-24
C03449,Regular,45-54
C03450,New,25-34
C03451,Regular,45-54
C03452,Regular,35-44
C03453,Regular,18-24
C03454,Regular,45-54
C03455,Loyal,35-44
C03456,New,18-24
C03457,Regular,18-24
C03458,Regular,35-44
C03459,Regular,35-44
C03460,Regular,35-44
C03461,New,35-44
C03462,New,35-44
C03463,Regular,35-44
C03464,Regular,25-34
C03465,New,25-34
C03466,Regular,45-54
C03467,Regular,18-24
C03468,Regular,25-34
C03469,Loyal,35-44
C03470,New,25-34
C03471,New,18-24
C03472,Regular,18-24
C03473,Regular,35-44
C03474,Regular,55+
C03475,Loyal,25-34
C03476,Loyal,25-34
C03477,Loyal,25-34
C03478,Regular,25-34
C03479,Regular,18-24
C03480,Regular,25-34
C03481,New,25-34
C03482,Regular,18-24
C03483,New,18-24
C03484,Loyal,35-44
C03485,Regular,45-54
C03486,Regular,55+
C03487,Regular,35-44
C03488,New,18-24
C03489,New,35-44
C03490,Regular,18-24
C03491,New,35-44
C03492,Regular,35-44
C03493,Loyal,35-44
C03494,Loyal,55+
C03495,Regular,35-44
C03496,New,35-44
C03497,Loyal,25-34
C03498,Loyal,45-54
C03499,New,18-24
C03500,Regular,45-54
C03501,New,25-34
C03502,Loyal,18-24
C03503,Loyal,45-54
C03504,New,18-24
C03505,Loyal,45-54
C03506,Regular,25-34
C03507,Loyal,45-54
C03508,Regular,35-44
C03509,Loyal,35-44
C03510,New,25-34
C03511,Regular,18-24
C03512,New,45-54
C03513,Loyal,18-24
C03514,Loyal,25-34
C03515,Loyal,35-44
C03516,Loyal,25-34
C03517,New,18-24
C03518,Regular,18-24
C03519,New,18-24
C03520,New,45-54
C03521,New,18-24
C03522,Regular,55+
C03523,New,18-24
C03524,New,18-24
C03525,New,25-34
C03526,New,18-24
C03527,Loyal,35-44
C03528,Regular,45-54
C03529,Loyal,18-24
C03530,Regular,35-44
C03531,New,25-34
C03532,Regular,18-24
C03533,Regular,18-24
C03534,New,45-54
C03535,New,18-24
C03536,New,45-54
C03537,New,25-34
C03538,Regular,18-24
C03539,Regular,25-34
C03540,New,45-54
C03541,New,35-44
C03542,Loyal,25-34
C03543,New,45-54
C03544,Regular,18-24
C03545,Loyal,45-54
C03546,New,45-54
C03547,New,35-44
C03548,Regular,45-54
C03549,New,25-34
C03550,Regular,35-44
C03551,Loyal,25-34
C03552,New,25-34
C03553,Regular,25-34
C03554,Regular,25-34
C03555,New,25-34
C03556,Regular,25-34
C03557,New,18-24
C03558,Regular,25-34
C03559,New,45-54
C03560,Regular,25-34
C03561,New,35-44
C03562,Loyal,18-24
C03563,New,25-34
C03564,Regular,18-24
C03565,Regular,18-24
C03566,Regular,35-44
C03567,Regular,35-44
C03568,Regular,25-34
C03569,Regular,25-34
C03570,Loyal,45-54
C03571,New,18-24
C03572,Regular,18-24
C03573,Loyal,35-44
C03574,Loyal,18-24
C03575,Loyal,55+
C03576,Regular,35-44
C03577,New,25-34
C03578,Regular,25-34
C03579,Regular,25-34
C03580,Regular,18-24
C03581,Regular,55+
C03582,Loyal,35-44
C03583,Regular,18-24
C03584,Loyal,25-34
C03585,Regular,18-24
C03586,Regular,18-24
C03587,Regular,35-44
C03588,Regular,35-44
C03589,New,35-44
C03590,New,18-24
C03591,Loyal,35-44
C03592,New,18-24
C03593,Regular,35-44
C03594,Regular,25-34
C03595,Regular,35-44
C03596,Regular,45-54
C03597,New,45-54
C03598,Regular,55+
C03599,Regular,55+
C03600,Regular,35-44
C03601,New,55+
C03602,Regular,45-54
C03603,New,35-44
C03604,New,18-24
C03605,New,18-24
C03606,New,45-54
C03607,Loyal,25-34
C03608,New,45-54
C03609,Loyal,25-34
C03610,Loyal,25-34
C03611,Regular,35-44
C03612,New,45-54
C03613,Regular,18-24
C03614,Regular,45-54
C03615,Regular,35-44
C03616,New,25-34
C03617,Regular,25-34
C03618,Loyal,18-24
C03619,Regular,18-24
C03620,New,25-34
C03621,Regular,18-24
C03622,New,18-24
C03623,New,45-54
C03624,Loyal,25-34
C03625,New,35-44
C03626,New,18-24
C03627,New,45-54
C03628,Loyal,45-54
C03629,Regular,25-34
C03630,Regular,45-54
C03631,Regular,45-54
C03632,New,35-44
C03633,Regular,35-44
C03634,Regular,18-24
C03635,New,25-34
C03636,Regular,18-24
C03637,Loyal,18-24
C03638,New,18-24
C03639,New,45-54
C03640,New,25-34
C03641,New,55+
C03642,Loyal,35-44
C03643,Regular,25-34
C03644,Regular,25-34
C03645,Regular,25-34
C03646,New,55+
C03647,Regular,45-54
C03648,Regular,18-24
C03649,Regular,55+
C03650,Loyal,35-44
C03651,Regular,18-24
C03652,Regular,35-44
C03653,Loyal,35-44
C03654,New,25-34
C03655,New,35-44
C03656,New,18-24
C03657,Regular,25-34
C03658,Regular,18-24
C03659,Regular,55+
C03660,Loyal,35-44
C03661,Regular,18-24
C03662,Regular,25-34
C03663,New,18-24
C03664,New,35-44
C03665,Regular,18-24
C03666,Regular,45-54
C03667,Loyal,55+
C03668,New,35-44
C03669,New,25-34
C03670,Regular,25-34
C03671,New,25-34
C03672,New,35-44
C03673,Regular,35-44
C03674,New,25-34
C03675,Regular,25-34
C03676,New,45-54
C03677,New,18-24
C03678,Regular,25-34
C03679,Loyal,35-44
C03680,Regular,18-24
C03681,Regular,35-44
C03682,New,45-54
C03683,Regular,35-44
C03684,New,18-24
C03685,Regular,18-24
C03686,Regular,25-34
C03687,Loyal,25-34
C03688,Regular,55+
C03689,New,35-44
C03690,New,25-34
C03691,Loyal,45-54
C03692,Regular,35-44
C03693,Regular,25-34
C03694,New,25-34
C03695,Regular,18-24
C03696,New,55+
C03697,Loyal,25-34
C03698,Regular,45-54
C03699,Loyal,25-34
C03700,New,45-54
C03701,Regular,18-24
C03702,Regular,55+
C03703,New,45-54
C03704,Loyal,25-34
C03705,Loyal,35-44
C03706,Loyal,35-44
C03707,Regular,45-54
C03708,New,25-34
C03709,New,25-34
C03710,Loyal,45-54
C03711,New,35-44
C03712,Regular,25-34
C03713,Regular,45-54
C03714,Regular,18-24
C03715,Loyal,35-44
C03716,New,25-34
C03717,Regular,25-34
C03718,New,25-34
C03719,Regular,25-34
C03720,New,25-34
C03721,Regular,25-34
C03722,Loyal,25-34
C03723,Loyal,18-24
C03724,New,35-44
C03725,Regular,25-34
C03726,Loyal,25-34
C03727,New,35-44
C03728,New,45-54
C03729,New,35-44
C03730,Regular,18-24
C03731,New,45-54
C03732,Loyal,55+
C03733,Regular,25-34
C03734,Regular,55+
C03735,New,25-34
C03736,Regular,25-34
C03737,Regular,25-34
C03738,Regular,35-44
C03739,Regular,25-34
C03740,Regular,18-24
C03741,Loyal,18-24
C03742,Loyal,25-34
C03743,Regular,25-34
C03744,New,25-34
C03745,New,25-34
C03746,New,55+
C03747,Regular,25-34
C03748,Regular,25-34
C03749,Regular,18-24
C03750,Loyal,25-34
C03751,Loyal,18-24
C03752,Loyal,25-34
C03753,New,35-44
C03754,Regular,18-24
C03755,New,25-34
C03756,New,18-24
C03757,New,45-54
C03758,Regular,35-44
C03759,Regular,18-24
C03760,Loyal,25-34
C03761,New,55+
C03762,Regular,25-34
C03763,Regular,25-34
C03764,New,25-34
C03765,Regular,35-44
C03766,New,55+
C03767,Regular,55+
C03768,Regular,35-44
C03769,New,25-34
C03770,New,25-34
C03771,Regular,25-34
C03772,Loyal,55+
C03773,Regular,35-44
C03774,Regular,25-34
C03775,Regular,18-24
C03776,Loyal,25-34
C03777,Loyal,55+
C03778,Regular,25-34
C03779,Regular,18-24
C03780,Loyal,18-24
C03781,Regular,25-34
C03782,Regular,45-54
C03783,New,55+
C03784,Loyal,55+
C03785,Loyal,35-44
C03786,New,25-34
C03787,Regular,35-44
C03788,Regular,25-34
C03789,New,35-44
C03790,Loyal,25-34
C03791,New,35-44
C03792,New,18-24
C03793,Regular,25-34
C03794,Regular,45-54
C03795,New,45-54
C03796,Regular,25-34
C03797,Regular,18-24
C03798,New,45-54
C03799,New,35-44
C03800,Regular,25-34
C03801,New,35-44
C03802,Loyal,25-34
C03803,Loyal,25-34
C03804,Loyal,45-54
C03805,New,18-24
C03806,Loyal,18-24
C03807,Regular,18-24
C03808,Regular,25-34
C03809,New,18-24
C03810,New,25-34
C03811,Regular,18-24
C03812,Regular,25-34
C03813,New,25-34
C03814,Regular,18-24
C03815,New,35-44
C03816,Regular,25-34
C03817,Regular,18-24
C03818,Loyal,35-44
C03819,Loyal,55+
C03820,Regular,55+
C03821,Regular,18-24
C03822,Regular,35-44
C03823,Loyal,25-34
C03824,Regular,18-24
C03825,New,25-34
C03826,New,25-34
C03827,Regular,25-34
C03828,Regular,35-44
C03829,Loyal,35-44
C03830,New,25-34
C03831,Regular,25-34
C03832,Loyal,25-34
C03833,Loyal,25-34
C03834,Regular,55+
C03835,Regular,35-44
C03836,New,55+
C03837,Loyal,35-44
C03838,New,25-34
C03839,Loyal,25-34
C03840,Regular,25-34
C03841,Regular,25-34
C03842,New,45-54
C03843,Regular,25-34
C03844,Regular,25-34
C03845,New,35-44
C03846,Regular,45-54
C03847,Loyal,25-34
C03848,Regular,35-44
C03849,Regular,18-24
C03850,New,25-34
C03851,Regular,18-24
C03852,New,18-24
C03853,Regular,35-44
C03854,Loyal,25-34
C03855,Regular,35-44
C03856,New,45-54
C03857,Regular,18-24
C03858,Regular,35-44
C03859,Regular,25-34
C03860,Loyal,18-24
C03861,Loyal,35-44
C03862,Regular,35-44
C03863,Regular,25-34
C03864,New,45-54
C03865,New,25-34
C03866,Regular,55+
C03867,Regular,25-34
C03868,Regular,18-24
C03869,Regular,25-34
C03870,New,18-24
C03871,Regular,35-44
C03872,New,35-44
C03873,New,25-34
C03874,Loyal,18-24
C03875,New,25-34
C03876,Regular,18-24
C03877,New,35-44
C03878,Loyal,35-44
C03879,Regular,55+
C03880,New,18-24
C03881,Regular,25-34
C03882,Regular,25-34
C03883,Loyal,45-54
C03884,New,35-44
C03885,Loyal,18-24
C03886,Loyal,25-34
C03887,Loyal,35-44
C03888,Regular,35-44
C03889,Regular,45-54
C03890,Regular,18-24
C03891,Regular,55+
C03892,Regular,18-24
C03893,Regular,55+
C03894,Regular,45-54
C03895,Regular,35-44
C03896,Loyal,35-44
C03897,New,18-24
C03898,Loyal,18-24
C03899,Regular,18-24
C03900,Loyal,18-24
C03901,Regular,25-34
C03902,Regular,25-34
C03903,Loyal,45-54
C03904,New,25-34
C03905,Loyal,35-44
C03906,Regular,35-44
C03907,Regular,25-34
C03908,New,25-34
C03909,Regular,25-34
C03910,Regular,35-44
C03911,New,35-44
C03912,New,25-34
C03913,New,45-54
C03914,Loyal,18-24
C03915,Loyal,35-44
C03916,Regular,25-34
C03917,Regular,35-44
C03918,Regular,45-54
C03919,Regular,35-44
C03920,Loyal,25-34
C03921,Loyal,18-24
C03922,Regular,45-54
C03923,Regular,25-34
C03924,New,18-24
C03925,Loyal,35-44
C03926,New,25-34
C03927,Regular,18-24
C03928,Regular,45-54
C03929,Regular,25-34
C03930,New,25-34
C03931,Loyal,35-44
C03932,New,45-54
C03933,Regular,18-24
C03934,New,35-44
C03935,New,35-44
C03936,Regular,25-34
C03937,Regular,25-34
C03938,New,18-24
C03939,New,35-44
C03940,Regular,45-54
C03941,Regular,18-24
C03942,Loyal,45-54
C03943,New,35-44
C03944,Regular,25-34
C03945,New,35-44
C03946,New,18-24
C03947,Regular,55+
C03948,Regular,25-34
C03949,New,35-44
C03950,New,35-44
C03951,New,25-34
C03952,Loyal,45-54
C03953,Loyal,35-44
C03954,New,45-54
C03955,New,35-44
C03956,Loyal,18-24
C03957,Loyal,45-54
C03958,Regular,35-44
C03959,New,35-44
C03960,New,55+
C03961,Regular,18-24
C03962,Regular,25-34
C03963,New,25-34
C03964,Regular,35-44
C03965,New,45-54
C03966,Regular,55+
C03967,New,25-34
C03968,New,35-44
C03969,Regular,45-54
C03970,Regular,35-44
C03971,Loyal,25-34
C03972,Regular,35-44
C03973,New,55+
C03974,Regular,55+
C03975,New,35-44
C03976,Loyal,45-54
C03977,Regular,25-34
C03978,Regular,25-34
C03979,New,55+
C03980,Regular,18-24
C03981,Loyal,18-24
C03982,Loyal,25-34
C03983,New,35-44
C03984,New,35-44
C03985,Loyal,25-34
C03986,Loyal,45-54
C03987,New,45-54
C03988,Regular,25-34
C03989,Regular,25-34
C03990,Loyal,35-44
C03991,New,35-44
C03992,New,25-34
C03993,Regular,25-34
C03994,New,25-34
C03995,Regular,25-34
C03996,Regular,25-34
C03997,Regular,35-44
C03998,Regular,35-44
C03999,Regular,35-44
C04000,New,25-34
C04001,Regular,35-44
C04002,Loyal,18-24
C04003,Regular,25-34
C04004,New,35-44
C04005,New,35-44
C04006,New,25-34
C04007,Regular,35-44
C04008,Regular,45-54
C04009,Regular,25-34
C04010,New,35-44
C04011,New,55+
C04012,Regular,35-44
C04013,Regular,25-34
C04014,New,18-24
C04015,Regular,25-34
C04016,New,25-34
C04017,Loyal,35-44
C04018,Loyal,25-34
C04019,New,55+
C04020,New,25-34
C04021,Regular,35-44
C04022,New,25-34
C04023,Regular,25-34
C04024,Loyal,45-54
C04025,Regular,25-34
C04026,Loyal,18-24
C04027,Regular,25-34
C04028,New,25-34
C04029,Regular,35-44
C04030,Regular,55+
C04031,Regular,18-24
C04032,New,35-44
C04033,New,35-44
C04034,Loyal,55+
C04035,New,55+
C04036,Loyal,35-44
C04037,Loyal,25-34
C04038,Regular,18-24
C04039,Regular,25-34
C04040,Regular,35-44
C04041,Loyal,35-44
C04042,New,35-44
C04043,Regular,35-44
C04044,Regular,25-34
C04045,Regular,35-44
C04046,Regular,18-24
C04047,Regular,18-24
C04048,Regular,18-24
C04049,Loyal,45-54
C04050,New,18-24
C04051,Loyal,45-54
C04052,Regular,25-34
C04053,Loyal,25-34
C04054,Regular,45-54
C04055,Regular,35-44
C04056,New,25-34
C04057,Loyal,25-34
C04058,New,45-54
C04059,Loyal,25-34
C04060,Loyal,35-44
C04061,New,25-34
C04062,New,25-34
C04063,Regular,25-34
C04064,New,35-44
C04065,Loyal,35-44
C04066,New,25-34
C04067,New,35-44
C04068,Loyal,45-54
C04069,Regular,45-54
C04070,Loyal,18-24
C04071,Regular,25-34
C04072,Regular,45-54
C04073,Regular,18-24
C04074,Regular,18-24
C04075,Regular,45-54
C04076,Regular,25-34
C04077,Regular,25-34
C04078,New,25-34
C04079,Regular,45-54
C04080,New,25-34
C04081,Regular,45-54
C04082,New,35-44
C04083,Regular,25-34
C04084,Regular,25-34
C04085,New,25-34
C04086,New,35-44
C04087,New,25-34
C04088,Regular,45-54
C04089,Loyal,25-34
C04090,New,25-34
C04091,Regular,25-34
C04092,Regular,35-44
C04093,Regular,25-34
C04094,Loyal,25-34
C04095,Regular,45-54
C04096,Regular,35-44
C04097,New,35-44
C04098,New,35-44
C04099,New,35-44
C04100,New,25-34
C04101,Regular,18-24
C04102,Regular,45-54
C04103,Regular,18-24
C04104,New,35-44
C04105,New,18-24
C04106,Regular,25-34
C04107,Loyal,18-24
C04108,New,25-34
C04109,Loyal,35-44
C04110,Regular,18-24
C04111,Regular,25-34
C04112,Regular,55+
C04113,New,25-34
C04114,New,45-54
C04115,Regular,45-54
C04116,Regular,55+
C04117,Loyal,45-54
C04118,Regular,25-34
C04119,New,55+
C04120,Regular,45-54
C04121,New,45-54
C04122,Regular,18-24
C04123,Regular,55+
C04124,Loyal,35-44
C04125,Regular,35-44
C04126,Regular,18-24
C04127,Regular,25-34
C04128,Loyal,55+
C04129,New,25-34
C04130,New,25-34
C04131,New,45-54
C04132,New,18-24
C04133,Regular,25-34
C04134,Regular,25-34
C04135,Regular,25-34
C04136,New,25-34
C04137,Regular,25-34
C04138,Regular,18-24
C04139,Regular,35-44
C04140,Regular,45-54
C04141,Regular,25-34
C04142,New,25-34
C04143,New,18-24
C04144,Loyal,45-54
C04145,Loyal,55+
C04146,Regular,25-34
C04147,New,25-34
C04148,Regular,35-44
C04149,Regular,35-44
C04150,Regular,25-34
C04151,New,35-44
C04152,New,35-44
C04153,Regular,55+
C04154,Regular,18-24
C04155,New,55+
C04156,New,25-34
C04157,Regular,35-44
C04158,Loyal,25-34
C04159,Loyal,25-34
C04160,Regular,35-44
C04161,Regular,25-34
C04162,New,18-24
C04163,Regular,25-34
C04164,Regular,25-34
C04165,Regular,25-34
C04166,Regular,55+
C04167,New,25-34
C04168,New,25-34
C04169,New,18-24
C04170,New,25-34
C04171,New,25-34
C04172,Loyal,25-34
C04173,Regular,25-34
C04174,Regular,18-24
C04175,Loyal,35-44
C04176,Loyal,35-44
C04177,Regular,25-34
C04178,Loyal,18-24
C04179,Regular,45-54
C04180,New,18-24
C04181,Regular,55+
C04182,Regular,25-34
C04183,Regular,25-34
C04184,New,35-44
C04185,New,45-54
C04186,Regular,25-34
C04187,New,25-34
C04188,Regular,25-34
C04189,Regular,45-54
C04190,Regular,35-44
C04191,Regular,25-34
C04192,Loyal,18-24
C04193,Regular,25-34
C04194,Regular,25-34
C04195,Regular,25-34
C04196,New,35-44
C04197,New,18-24
C04198,New,25-34
C04199,Regular,35-44
C04200,Regular,25-34
C04201,Loyal,18-24
C04202,New,18-24
C04203,New,18-24
C04204,Loyal,45-54
C04205,New,35-44
C04206,Regular,18-24
C04207,Regular,25-34
C04208,Regular,25-34
C04209,New,25-34
C04210,New,25-34
C04211,New,25-34
C04212,Regular,25-34
C04213,Regular,18-24
C04214,New,35-44
C04215,Regular,45-54
C04216,Loyal,55+
C04217,New,18-24
C04218,Regular,35-44
C04219,Regular,35-44
C04220,New,55+
C04221,New,25-34
C04222,Regular,35-44
C04223,Loyal,18-24
C04224,Loyal,35-44
C04225,Regular,25-34
C04226,Regular,35-44
C04227,Regular,45-54
C04228,Regular,25-34
C04229,Regular,25-34
C04230,New,18-24
C04231,Regular,25-34
C04232,Regular,25-34
C04233,Regular,18-24
C04234,Loyal,45-54
C04235,New,18-24
C04236,New,35-44
C04237,New,45-54
C04238,Regular,45-54
C04239,Regular,35-44
C04240,Regular,18-24
C04241,Regular,45-54
C04242,Regular,25-34
C04243,Regular,45-54
C04244,Regular,35-44
C04245,Regular,35-44
C04246,Loyal,18-24
C04247,New,35-44
C04248,New,45-54
C04249,Regular,45-54
C04250,Loyal,18-24
C04251,Regular,55+
C04252,New,18-24
C04253,Regular,35-44
C04254,Regular,35-44
C04255,New,18-24
C04256,Regular,18-24
C04257,Loyal,35-44
C04258,Regular,25-34
C04259,Regular,18-24
C04260,Regular,35-44
C04261,New,45-54
C04262,Loyal,35-44
C04263,Regular,18-24
C04264,Regular,18-24
C04265,Regular,35-44
C04266,Regular,25-34
C04267,Regular,35-44
C04268,New,45-54
C04269,Loyal,25-34
C04270,Loyal,18-24
C04271,Regular,55+
C04272,Loyal,25-34
C04273,New,35-44
C04274,Regular,55+
C04275,Regular,55+
C04276,Regular,25-34
C04277,Regular,25-34
C04278,Regular,55+
C04279,New,35-44
C04280,Regular,25-34
C04281,New,25-34
C04282,Regular,25-34
C04283,New,45-54
C04284,New,25-34
C04285,Regular,45-54
C04286,Regular,45-54
C04287,Loyal,45-54
C04288,Regular,35-44
C04289,Regular,45-54
C04290,Loyal,25-34
C04291,Regular,18-24
C04292,New,45-54
C04293,Regular,25-34
C04294,Loyal,18-24
C04295,Regular,18-24
C04296,New,18-24
C04297,New,35-44
C04298,New,35-44
C04299,Regular,25-34
C04300,Regular,45-54
C04301,New,25-34
C04302,Loyal,35-44
C04303,Regular,25-34
C04304,Regular,35-44
C04305,Loyal,25-34
C04306,New,25-34
C04307,Regular,45-54
C04308,Regular,18-24
C04309,Loyal,55+
C04310,Regular,35-44
C04311,New,25-34
C04312,Loyal,35-44
C04313,New,18-24
C04314,Loyal,25-34
C04315,Loyal,55+
C04316,New,25-34
C04317,Regular,35-44
C04318,New,25-34
C04319,Regular,35-44
C04320,Regular,25-34
C04321,Regular,25-34
C04322,Loyal,55+
C04323,Regular,18-24
C04324,Regular,35-44
C04325,Loyal,25-34
C04326,Loyal,25-34
C04327,New,35-44
C04328,Loyal,25-34
C04329,New,18-24
C04330,Loyal,45-54
C04331,New,45-54
C04332,New,18-24
C04333,Regular,25-34
C04334,Regular,35-44
C04335,Regular,55+
C04336,New,55+
C04337,Regular,45-54
C04338,Loyal,18-24
C04339,Regular,45-54
C04340,New,45-54
C04341,Regular,25-34
C04342,New,25-34
C04343,Loyal,25-34
C04344,Loyal,35-44
C04345,Regular,25-34
C04346,Regular,18-24
C04347,Regular,18-24
C04348,Regular,25-34
C04349,Loyal,25-34
C04350,Regular,35-44
C04351,Regular,18-24
C04352,Regular,45-54
C04353,Regular,45-54
C04354,Loyal,45-54
C04355,Regular,35-44
C04356,Regular,18-24
C04357,New,25-34
C04358,Regular,18-24
C04359,Regular,55+
C04360,New,25-34
C04361,New,35-44
C04362,Regular,35-44
C04363,Regular,45-54
C04364,Regular,35-44
C04365,New,35-44
C04366,Regular,25-34
C04367,New,35-44
C04368,Regular,18-24
C04369,New,45-54
C04370,New,25-34
C04371,New,18-24
C04372,Regular,45-54
C04373,New,25-34
C04374,Regular,45-54
C04375,Regular,45-54
C04376,Regular,45-54
C04377,Regular,18-24
C04378,Loyal,25-34
C04379,New,45-54
C04380,Regular,45-54
C04381,New,25-34
C04382,New,25-34
C04383,Regular,18-24
C04384,Regular,55+
C04385,Loyal,25-34
C04386,Regular,18-24
C04387,Loyal,35-44
C04388,New,25-34
C04389,New,55+
C04390,New,18-24
C04391,New,18-24
C04392,Regular,25-34
C04393,Regular,25-34
C04394,New,18-24
C04395,Loyal,25-34
C04396,Loyal,25-34
C04397,New,45-54
C04398,New,18-24
C04399,New,55+
C04400,New,35-44
C04401,New,18-24
C04402,Regular,18-24
C04403,New,25-34
C04404,Regular,25-34
C04405,Loyal,25-34
C04406,Regular,25-34
C04407,Loyal,35-44
C04408,New,25-34
C04409,Regular,18-24
C04410,Regular,25-34
C04411,New,35-44
C04412,New,18-24
C04413,Regular,45-54
C04414,Regular,25-34
C04415,Regular,55+
C04416,Regular,18-24
C04417,Regular,55+
C04418,New,35-44
C04419,Regular,25-34
C04420,New,25-34
C04421,New,18-24
C04422,Loyal,55+
C04423,Regular,35-44
C04424,Regular,18-24
C04425,New,18-24
C04426,Regular,18-24
C04427,New,35-44
C04428,New,35-44
C04429,New,25-34
C04430,Regular,25-34
C04431,Regular,25-34
C04432,Regular,25-34
C04433,Regular,18-24
C04434,Loyal,25-34
C04435,New,18-24
C04436,New,45-54
C04437,Regular,35-44
C04438,Regular,55+
C04439,Loyal,25-34
C04440,New,45-54
C04441,Loyal,35-44
C04442,Loyal,25-34
C04443,New,25-34
C04444,Regular,35-44
C04445,Regular,45-54
C04446,Loyal,25-34
C04447,New,18-24
C04448,Regular,35-44
C04449,Regular,55+
C04450,Regular,35-44
C04451,Regular,25-34
C04452,Regular,25-34
C04453,Loyal,25-34
C04454,Loyal,45-54
C04455,Loyal,35-44
C04456,New,35-44
C04457,Regular,25-34
C04458,New,55+
C04459,Regular,35-44
C04460,Regular,55+
C04461,Regular,35-44
C04462,Regular,45-54
C04463,Loyal,45-54
C04464,New,25-34
C04465,Regular,55+
C04466,Regular,18-24
C04467,New,35-44
C04468,New,55+
C04469,Loyal,25-34
C04470,Loyal,35-44
C04471,Loyal,25-34
C04472,Loyal,35-44
C04473,New,45-54
C04474,Regular,35-44
C04475,Regular,45-54
C04476,Regular,25-34
C04477,Regular,25-34
C04478,Regular,25-34
C04479,Regular,35-44
C04480,Regular,18-24
C04481,New,35-44
C04482,Regular,25-34
C04483,Regular,35-44
C04484,Regular,18-24
C04485,New,35-44
C04486,Regular,35-44
C04487,New,55+
C04488,Regular,35-44
C04489,Regular,35-44
C04490,Regular,45-54
C04491,New,35-44
C04492,Regular,25-34
C04493,Regular,45-54
C04494,Regular,35-44
C04495,Regular,25-34
C04496,Regular,35-44
C04497,Regular,45-54
C04498,New,55+
C04499,New,55+
C04500,Regular,25-34
C04501,Regular,25-34
C04502,Regular,18-24
C04503,New,25-34
C04504,New,45-54
C04505,Regular,25-34
C04506,New,35-44
C04507,Regular,35-44
C04508,New,35-44
C04509,Regular,18-24
C04510,Loyal,25-34
C04511,New,25-34
C04512,Regular,25-34
C04513,New,55+
C04514,Regular,45-54
C04515,Regular,25-34
C04516,Regular,45-54
C04517,Regular,25-34
C04518,Loyal,35-44
C04519,New,25-34
C04520,New,35-44
