Order_ID,Order_Date,Order_Time,Customer_ID,Location_ID,Pizza_ID,Quantity,Unit_Price,Discount_Applied,Discount_Amount,Net_Sales,Order_Type,Payment_Method,Year,Month,Month_Name,Day_Name,Hour
O006405,2024-10-23,18:30:00,C04923,L002,P005,1,349.0,No,0.0,349.0,Dine-in,Debit Card,2024,10,Oct,Wednesday,18
O006405,2024-10-23,18:45:00,C04923,L002,P011,1,339.0,No,0.0,339.0,Dine-in,Debit Card,2024,10,Oct,Wednesday,18
O006406,2024-06-13,16:30:00,C14109,L001,P020,2,379.0,No,0.0,758.0,Delivery,Credit Card,2024,6,Jun,Thursday,16
O006406,2024-06-13,16:00:00,C14109,L001,P010,1,239.0,No,0.0,239.0,Delivery,Credit Card,2024,6,Jun,Thursday,16
O006407,2024-06-28,16:00:00,C08575,L008,P022,1,259.0,No,0.0,259.0,Delivery,UPI,2024,6,Jun,Friday,16
O006408,2024-12-30,22:00:00,C05848,L010,P016,1,219.0,No,0.0,219.0,Takeaway,UPI,2024,12,Dec,Monday,22
O006409,2024-04-16,17:15:00,C10050,L006,P010,2,239.0,No,0.0,478.0,Dine-in,UPI,2024,4,Apr,Tuesday,17
O006409,2024-04-16,17:45:00,C10050,L006,P011,1,339.0,No,0.0,339.0,Dine-in,UPI,2024,4,Apr,Tuesday,17
O006410,2024-05-29,20:15:00,C13160,L002,P030,1,449.0,No,0.0,449.0,Takeaway,UPI,2024,5,May,Wednesday,20
O006410,2024-05-29,20:45:00,C13160,L002,P017,1,319.0,No,0.0,319.0,Takeaway,UPI,2024,5,May,Wednesday,20
O006411,2024-09-13,16:15:00,C07756,L001,P021,1,479.0,Yes,71.85,407.15,Dine-in,Cash,2024,9,Sep,Friday,16
O006412,2024-11-22,21:45:00,C07350,L005,P027,1,439.0,No,0.0,439.0,Dine-in,Debit Card,2024,11,Nov,Friday,21
O006412,2024-11-22,21:30:00,C07350,L005,P013,1,269.0,No,0.0,269.0,Dine-in,Debit Card,2024,11,Nov,Friday,21
O006412,2024-11-22,21:15:00,C07350,L005,P016,1,219.0,No,0.0,219.0,Dine-in,Debit Card,2024,11,Nov,Friday,21
O006413,2024-02-18,20:00:00,C04079,L002,P025,1,239.0,No,0.0,239.0,Delivery,UPI,2024,2,Feb,Sunday,20
O006413,2024-02-18,20:15:00,C04079,L002,P024,2,459.0,No,0.0,918.0,Delivery,UPI,2024,2,Feb,Sunday,20
O006413,2024-02-18,20:30:00,C04079,L002,P022,1,259.0,No,0.0,259.0,Delivery,UPI,2024,2,Feb,Sunday,20
O006414,2024-10-05,21:30:00,C16985,L002,P020,1,379.0,Yes,37.9,341.1,Dine-in,UPI,2024,10,Oct,Saturday,21
O006414,2024-10-05,21:15:00,C16985,L002,P026,1,339.0,Yes,16.95,322.05,Dine-in,UPI,2024,10,Oct,Saturday,21
O006414,2024-10-05,21:15:00,C16985,L002,P010,1,239.0,Yes,47.8,191.2,Dine-in,UPI,2024,10,Oct,Saturday,21
O006415,2024-12-04,18:30:00,C15900,L005,P019,1,279.0,No,0.0,279.0,Takeaway,Debit Card,2024,12,Dec,Wednesday,18
O006415,2024-12-04,18:15:00,C15900,L005,P009,2,429.0,No,0.0,858.0,Takeaway,Debit Card,2024,12,Dec,Wednesday,18
O006416,2024-06-09,22:30:00,C14100,L001,P005,1,349.0,No,0.0,349.0,Dine-in,UPI,2024,6,Jun,Sunday,22
O006417,2024-04-18,17:15:00,C05570,L012,P015,1,469.0,No,0.0,469.0,Delivery,UPI,2024,4,Apr,Thursday,17
O006418,2024-09-13,19:15:00,C02501,L002,P024,2,459.0,Yes,45.9,872.1,Takeaway,UPI,2024,9,Sep,Friday,19
O006418,2024-09-13,19:15:00,C02501,L002,P032,1,389.0,Yes,19.45,369.55,Takeaway,UPI,2024,9,Sep,Friday,19
O006419,2024-04-03,20:00:00,C17058,L010,P029,1,349.0,No,0.0,349.0,Delivery,Debit Card,2024,4,Apr,Wednesday,20
O006419,2024-04-03,20:45:00,C17058,L010,P004,1,249.0,No,0.0,249.0,Delivery,Debit Card,2024,4,Apr,Wednesday,20
O006419,2024-04-03,20:30:00,C17058,L010,P024,2,459.0,No,0.0,918.0,Delivery,Debit Card,2024,4,Apr,Wednesday,20
O006420,2024-05-25,23:45:00,C03817,L006,P001,1,199.0,No,0.0,199.0,Delivery,Credit Card,2024,5,May,Saturday,23
O006421,2024-11-27,14:30:00,C00189,L002,P016,2,219.0,No,0.0,438.0,Dine-in,Cash,2024,11,Nov,Wednesday,14
O006421,2024-11-27,14:30:00,C00189,L002,P013,1,269.0,No,0.0,269.0,Dine-in,Cash,2024,11,Nov,Wednesday,14
O006421,2024-11-27,14:30:00,C00189,L002,P020,1,379.0,No,0.0,379.0,Dine-in,Cash,2024,11,Nov,Wednesday,14
O006422,2024-08-11,14:00:00,C02433,L014,P001,1,199.0,No,0.0,199.0,Takeaway,UPI,2024,8,Aug,Sunday,14
O006422,2024-08-11,14:45:00,C02433,L014,P033,1,489.0,No,0.0,489.0,Takeaway,UPI,2024,8,Aug,Sunday,14
O006423,2024-02-06,18:00:00,C02992,L005,P024,1,459.0,No,0.0,459.0,Takeaway,Debit Card,2024,2,Feb,Tuesday,18
O006424,2024-05-04,22:00:00,C03472,L002,P022,1,259.0,No,0.0,259.0,Delivery,Credit Card,2024,5,May,Saturday,22
O006425,2024-08-25,11:30:00,C13755,L002,P017,1,319.0,No,0.0,319.0,Dine-in,Cash,2024,8,Aug,Sunday,11
O006426,2024-07-01,16:15:00,C06436,L001,P031,1,289.0,No,0.0,289.0,Dine-in,Wallet,2024,7,Jul,Monday,16
O006427,2024-09-07,16:30:00,C06335,L005,P024,1,459.0,No,0.0,459.0,Delivery,UPI,2024,9,Sep,Saturday,16
O006427,2024-09-07,16:45:00,C06335,L005,P007,1,229.0,No,0.0,229.0,Delivery,UPI,2024,9,Sep,Saturday,16
O006427,2024-09-07,16:30:00,C06335,L005,P011,1,339.0,No,0.0,339.0,Delivery,UPI,2024,9,Sep,Saturday,16
O006427,2024-09-07,16:00:00,C06335,L005,P028,1,249.0,No,0.0,249.0,Delivery,UPI,2024,9,Sep,Saturday,16
O006427,2024-09-07,16:30:00,C06335,L005,P028,2,249.0,No,0.0,498.0,Delivery,UPI,2024,9,Sep,Saturday,16
O006428,2024-10-13,17:15:00,C07098,L006,P025,1,239.0,No,0.0,239.0,Delivery,UPI,2024,10,Oct,Sunday,17
O006428,2024-10-13,17:30:00,C07098,L006,P020,1,379.0,No,0.0,379.0,Delivery,UPI,2024,10,Oct,Sunday,17
O006429,2024-06-30,11:30:00,C12139,L006,P012,1,439.0,No,0.0,439.0,Dine-in,Wallet,2024,6,Jun,Sunday,11
O006429,2024-06-30,11:15:00,C12139,L006,P018,1,419.0,No,0.0,419.0,Dine-in,Wallet,2024,6,Jun,Sunday,11
O006430,2024-12-27,21:45:00,C03234,L010,P004,1,249.0,No,0.0,249.0,Dine-in,UPI,2024,12,Dec,Friday,21
O006431,2024-12-03,11:45:00,C07486,L001,P016,1,219.0,No,0.0,219.0,Delivery,Debit Card,2024,12,Dec,Tuesday,11
O006432,2024-01-23,18:30:00,C07966,L001,P025,1,239.0,No,0.0,239.0,Delivery,UPI,2024,1,Jan,Tuesday,18
O006433,2024-04-11,12:30:00,C13193,L010,P024,1,459.0,Yes,68.85,390.15,Takeaway,Credit Card,2024,4,Apr,Thursday,12
O006434,2024-04-23,21:00:00,C16207,L001,P019,1,279.0,No,0.0,279.0,Dine-in,Credit Card,2024,4,Apr,Tuesday,21
O006435,2024-03-10,21:30:00,C17027,L001,P013,1,269.0,Yes,13.45,255.55,Delivery,UPI,2024,3,Mar,Sunday,21
O006436,2024-04-28,20:30:00,C09132,L005,P033,1,489.0,No,0.0,489.0,Delivery,UPI,2024,4,Apr,Sunday,20
O006437,2024-06-09,21:45:00,C08208,L004,P023,2,359.0,No,0.0,718.0,Delivery,Credit Card,2024,6,Jun,Sunday,21
O006437,2024-06-09,21:00:00,C08208,L004,P018,2,419.0,No,0.0,838.0,Delivery,Credit Card,2024,6,Jun,Sunday,21
O006438,2024-01-20,23:15:00,C11814,L007,P003,1,399.0,Yes,79.8,319.2,Delivery,Debit Card,2024,1,Jan,Saturday,23
O006438,2024-01-20,23:00:00,C11814,L007,P017,1,319.0,Yes,31.9,287.1,Delivery,Debit Card,2024,1,Jan,Saturday,23
O006439,2024-02-18,18:15:00,C10431,L002,P003,2,399.0,No,0.0,798.0,Delivery,UPI,2024,2,Feb,Sunday,18
O006439,2024-02-18,18:30:00,C10431,L002,P011,2,339.0,No,0.0,678.0,Delivery,UPI,2024,2,Feb,Sunday,18
O006439,2024-02-18,18:45:00,C10431,L002,P005,1,349.0,No,0.0,349.0,Delivery,UPI,2024,2,Feb,Sunday,18
O006440,2024-02-06,22:00:00,C14799,L010,P014,1,369.0,No,0.0,369.0,Dine-in,UPI,2024,2,Feb,Tuesday,22
O006440,2024-02-06,22:00:00,C14799,L010,P007,1,229.0,No,0.0,229.0,Dine-in,UPI,2024,2,Feb,Tuesday,22
O006440,2024-02-06,22:15:00,C14799,L010,P004,1,249.0,No,0.0,249.0,Dine-in,UPI,2024,2,Feb,Tuesday,22
O006441,2024-01-18,15:15:00,C10633,L002,P030,1,449.0,No,0.0,449.0,Delivery,Credit Card,2024,1,Jan,Thursday,15
O006441,2024-01-18,15:00:00,C10633,L002,P003,1,399.0,No,0.0,399.0,Delivery,Credit Card,2024,1,Jan,Thursday,15
O006441,2024-01-18,15:45:00,C10633,L002,P029,1,349.0,No,0.0,349.0,Delivery,Credit Card,2024,1,Jan,Thursday,15
O006441,2024-01-18,15:00:00,C10633,L002,P008,1,329.0,No,0.0,329.0,Delivery,Credit Card,2024,1,Jan,Thursday,15
O006442,2024-07-01,18:30:00,C15479,L004,P011,1,339.0,No,0.0,339.0,Dine-in,Credit Card,2024,7,Jul,Monday,18
O006442,2024-07-01,18:30:00,C15479,L004,P026,2,339.0,No,0.0,678.0,Dine-in,Credit Card,2024,7,Jul,Monday,18
O006442,2024-07-01,18:30:00,C15479,L004,P032,1,389.0,No,0.0,389.0,Dine-in,Credit Card,2024,7,Jul,Monday,18
O006443,2024-05-06,11:30:00,C11035,L001,P006,1,449.0,No,0.0,449.0,Dine-in,Wallet,2024,5,May,Monday,11
O006443,2024-05-06,11:00:00,C11035,L001,P019,1,279.0,No,0.0,279.0,Dine-in,Wallet,2024,5,May,Monday,11
O006444,2024-12-10,16:00:00,C05319,L014,P004,1,249.0,No,0.0,249.0,Delivery,Credit Card,2024,12,Dec,Tuesday,16
O006445,2024-02-09,18:30:00,C01167,L003,P027,1,439.0,Yes,21.95,417.05,Delivery,Wallet,2024,2,Feb,Friday,18
O006445,2024-02-09,18:30:00,C01167,L003,P019,1,279.0,Yes,27.9,251.1,Delivery,Wallet,2024,2,Feb,Friday,18
O006445,2024-02-09,18:00:00,C01167,L003,P009,1,429.0,Yes,64.35,364.65,Delivery,Wallet,2024,2,Feb,Friday,18
O006445,2024-02-09,18:00:00,C01167,L003,P008,1,329.0,Yes,32.9,296.1,Delivery,Wallet,2024,2,Feb,Friday,18
O006446,2024-12-07,22:15:00,C09057,L005,P010,2,239.0,No,0.0,478.0,Takeaway,Debit Card,2024,12,Dec,Saturday,22
O006447,2024-02-03,17:00:00,C01560,L004,P025,1,239.0,No,0.0,239.0,Takeaway,Cash,2024,2,Feb,Saturday,17
O006447,2024-02-03,17:45:00,C01560,L004,P027,1,439.0,No,0.0,439.0,Takeaway,Cash,2024,2,Feb,Saturday,17
O006448,2024-08-22,20:00:00,C11795,L003,P025,1,239.0,No,0.0,239.0,Dine-in,UPI,2024,8,Aug,Thursday,20
O006448,2024-08-22,20:15:00,C11795,L003,P003,1,399.0,No,0.0,399.0,Dine-in,UPI,2024,8,Aug,Thursday,20
O006449,2024-04-04,21:15:00,C02135,L002,P010,1,239.0,No,0.0,239.0,Delivery,Debit Card,2024,4,Apr,Thursday,21
O006450,2024-11-04,17:45:00,C12919,L006,P010,1,239.0,Yes,23.9,215.1,Dine-in,Wallet,2024,11,Nov,Monday,17
O006450,2024-11-04,17:30:00,C12919,L006,P029,1,349.0,Yes,52.35,296.65,Dine-in,Wallet,2024,11,Nov,Monday,17
O006451,2024-01-24,15:30:00,C13166,L005,P003,1,399.0,No,0.0,399.0,Delivery,Credit Card,2024,1,Jan,Wednesday,15
O006451,2024-01-24,15:30:00,C13166,L005,P016,1,219.0,No,0.0,219.0,Delivery,Credit Card,2024,1,Jan,Wednesday,15
O006452,2024-12-16,19:15:00,C17003,L004,P010,1,239.0,No,0.0,239.0,Delivery,Debit Card,2024,12,Dec,Monday,19
O006453,2024-01-19,16:00:00,C17968,L005,P008,1,329.0,No,0.0,329.0,Delivery,Credit Card,2024,1,Jan,Friday,16
O006454,2024-04-01,20:00:00,C13785,L007,P012,1,439.0,No,0.0,439.0,Delivery,Debit Card,2024,4,Apr,Monday,20
O006455,2024-06-24,14:30:00,C01733,L010,P009,1,429.0,Yes,42.9,386.1,Dine-in,UPI,2024,6,Jun,Monday,14
O006456,2024-10-12,15:15:00,C14968,L002,P031,1,289.0,Yes,28.9,260.1,Dine-in,UPI,2024,10,Oct,Saturday,15
O006456,2024-10-12,15:15:00,C14968,L002,P026,1,339.0,Yes,16.95,322.05,Dine-in,UPI,2024,10,Oct,Saturday,15
O006457,2024-12-15,20:15:00,C16869,L008,P028,1,249.0,No,0.0,249.0,Delivery,UPI,2024,12,Dec,Sunday,20
O006457,2024-12-15,20:15:00,C16869,L008,P025,1,239.0,No,0.0,239.0,Delivery,UPI,2024,12,Dec,Sunday,20
O006458,2024-06-11,23:00:00,C04202,L009,P024,1,459.0,No,0.0,459.0,Delivery,Cash,2024,6,Jun,Tuesday,23
O006458,2024-06-11,23:00:00,C04202,L009,P017,1,319.0,No,0.0,319.0,Delivery,Cash,2024,6,Jun,Tuesday,23
O006458,2024-06-11,23:30:00,C04202,L009,P007,1,229.0,No,0.0,229.0,Delivery,Cash,2024,6,Jun,Tuesday,23
O006459,2024-10-12,16:30:00,C11221,L008,P030,1,449.0,No,0.0,449.0,Delivery,Cash,2024,10,Oct,Saturday,16
O006459,2024-10-12,16:30:00,C11221,L008,P018,2,419.0,No,0.0,838.0,Delivery,Cash,2024,10,Oct,Saturday,16
O006460,2024-10-02,20:30:00,C08908,L009,P007,1,229.0,No,0.0,229.0,Delivery,Debit Card,2024,10,Oct,Wednesday,20
O006460,2024-10-02,20:00:00,C08908,L009,P005,1,349.0,No,0.0,349.0,Delivery,Debit Card,2024,10,Oct,Wednesday,20
O006460,2024-10-02,20:45:00,C08908,L009,P006,1,449.0,No,0.0,449.0,Delivery,Debit Card,2024,10,Oct,Wednesday,20
O006461,2024-08-04,19:00:00,C07988,L006,P032,2,389.0,Yes,38.9,739.1,Dine-in,Credit Card,2024,8,Aug,Sunday,19
O006461,2024-08-04,19:15:00,C07988,L006,P015,2,469.0,Yes,140.7,797.3,Dine-in,Credit Card,2024,8,Aug,Sunday,19
O006462,2024-09-18,21:30:00,C17356,L001,P014,1,369.0,No,0.0,369.0,Delivery,Debit Card,2024,9,Sep,Wednesday,21
O006462,2024-09-18,21:30:00,C17356,L001,P027,1,439.0,No,0.0,439.0,Delivery,Debit Card,2024,9,Sep,Wednesday,21
O006463,2024-01-15,18:45:00,C10629,L007,P026,1,339.0,No,0.0,339.0,Delivery,Cash,2024,1,Jan,Monday,18
O006463,2024-01-15,18:30:00,C10629,L007,P024,1,459.0,No,0.0,459.0,Delivery,Cash,2024,1,Jan,Monday,18
O006464,2024-06-16,23:15:00,C01810,L010,P018,1,419.0,No,0.0,419.0,Delivery,Credit Card,2024,6,Jun,Sunday,23
O006464,2024-06-16,23:15:00,C01810,L010,P028,1,249.0,No,0.0,249.0,Delivery,Credit Card,2024,6,Jun,Sunday,23
O006464,2024-06-16,23:00:00,C01810,L010,P010,1,239.0,No,0.0,239.0,Delivery,Credit Card,2024,6,Jun,Sunday,23
O006465,2024-10-21,13:15:00,C06375,L002,P012,1,439.0,No,0.0,439.0,Dine-in,Cash,2024,10,Oct,Monday,13
O006465,2024-10-21,13:45:00,C06375,L002,P014,1,369.0,No,0.0,369.0,Dine-in,Cash,2024,10,Oct,Monday,13
O006465,2024-10-21,13:15:00,C06375,L002,P016,1,219.0,No,0.0,219.0,Dine-in,Cash,2024,10,Oct,Monday,13
O006466,2024-06-28,23:45:00,C03521,L008,P004,1,249.0,No,0.0,249.0,Takeaway,Cash,2024,6,Jun,Friday,23
O006466,2024-06-28,23:15:00,C03521,L008,P011,1,339.0,No,0.0,339.0,Takeaway,Cash,2024,6,Jun,Friday,23
O006466,2024-06-28,23:15:00,C03521,L008,P030,1,449.0,No,0.0,449.0,Takeaway,Cash,2024,6,Jun,Friday,23
O006467,2024-11-19,21:30:00,C08630,L001,P012,1,439.0,Yes,21.95,417.05,Delivery,UPI,2024,11,Nov,Tuesday,21
O006467,2024-11-19,21:00:00,C08630,L001,P008,1,329.0,Yes,16.45,312.55,Delivery,UPI,2024,11,Nov,Tuesday,21
O006467,2024-11-19,21:45:00,C08630,L001,P027,1,439.0,Yes,21.95,417.05,Delivery,UPI,2024,11,Nov,Tuesday,21
O006468,2024-11-06,22:30:00,C14243,L006,P007,2,229.0,No,0.0,458.0,Delivery,Debit Card,2024,11,Nov,Wednesday,22
O006468,2024-11-06,22:45:00,C14243,L006,P023,1,359.0,No,0.0,359.0,Delivery,Debit Card,2024,11,Nov,Wednesday,22
O006469,2024-11-16,21:45:00,C17596,L001,P032,1,389.0,No,0.0,389.0,Takeaway,Debit Card,2024,11,Nov,Saturday,21
O006469,2024-11-16,21:30:00,C17596,L001,P008,2,329.0,No,0.0,658.0,Takeaway,Debit Card,2024,11,Nov,Saturday,21
O006469,2024-11-16,21:15:00,C17596,L001,P024,1,459.0,No,0.0,459.0,Takeaway,Debit Card,2024,11,Nov,Saturday,21
O006470,2024-02-19,22:30:00,C12091,L005,P031,1,289.0,No,0.0,289.0,Dine-in,Debit Card,2024,2,Feb,Monday,22
O006471,2024-04-02,21:15:00,C14294,L011,P013,2,269.0,No,0.0,538.0,Delivery,UPI,2024,4,Apr,Tuesday,21
O006471,2024-04-02,21:45:00,C14294,L011,P006,1,449.0,No,0.0,449.0,Delivery,UPI,2024,4,Apr,Tuesday,21
O006472,2024-01-12,22:00:00,C08425,L003,P026,1,339.0,No,0.0,339.0,Delivery,Wallet,2024,1,Jan,Friday,22
O006472,2024-01-12,22:00:00,C08425,L003,P027,1,439.0,No,0.0,439.0,Delivery,Wallet,2024,1,Jan,Friday,22
O006472,2024-01-12,22:30:00,C08425,L003,P013,1,269.0,No,0.0,269.0,Delivery,Wallet,2024,1,Jan,Friday,22
O006473,2024-12-26,18:30:00,C13561,L002,P013,1,269.0,No,0.0,269.0,Dine-in,Credit Card,2024,12,Dec,Thursday,18
O006473,2024-12-26,18:00:00,C13561,L002,P011,1,339.0,No,0.0,339.0,Dine-in,Credit Card,2024,12,Dec,Thursday,18
O006473,2024-12-26,18:00:00,C13561,L002,P005,1,349.0,No,0.0,349.0,Dine-in,Credit Card,2024,12,Dec,Thursday,18
O006474,2024-03-30,23:30:00,C01734,L007,P004,1,249.0,Yes,12.45,236.55,Takeaway,Debit Card,2024,3,Mar,Saturday,23
O006474,2024-03-30,23:30:00,C01734,L007,P014,1,369.0,Yes,36.9,332.1,Takeaway,Debit Card,2024,3,Mar,Saturday,23
O006474,2024-03-30,23:15:00,C01734,L007,P032,1,389.0,Yes,19.45,369.55,Takeaway,Debit Card,2024,3,Mar,Saturday,23
O006475,2024-05-19,18:45:00,C12611,L010,P022,1,259.0,No,0.0,259.0,Dine-in,Credit Card,2024,5,May,Sunday,18
O006475,2024-05-19,18:00:00,C12611,L010,P018,1,419.0,No,0.0,419.0,Dine-in,Credit Card,2024,5,May,Sunday,18
O006475,2024-05-19,18:00:00,C12611,L010,P021,1,479.0,No,0.0,479.0,Dine-in,Credit Card,2024,5,May,Sunday,18
O006476,2024-04-14,20:15:00,C01830,L003,P005,1,349.0,Yes,69.8,279.2,Delivery,Cash,2024,4,Apr,Sunday,20
O006476,2024-04-14,20:00:00,C01830,L003,P026,1,339.0,Yes,50.85,288.15,Delivery,Cash,2024,4,Apr,Sunday,20
O006477,2024-01-16,20:45:00,C04319,L006,P017,1,319.0,No,0.0,319.0,Delivery,Credit Card,2024,1,Jan,Tuesday,20
O006478,2024-04-08,21:00:00,C08740,L007,P007,1,229.0,Yes,11.45,217.55,Delivery,Debit Card,2024,4,Apr,Monday,21
O006478,2024-04-08,21:30:00,C08740,L007,P016,1,219.0,Yes,21.9,197.1,Delivery,Debit Card,2024,4,Apr,Monday,21
O006478,2024-04-08,21:45:00,C08740,L007,P023,1,359.0,Yes,53.85,305.15,Delivery,Debit Card,2024,4,Apr,Monday,21
O006479,2024-02-07,21:30:00,C03770,L003,P023,1,359.0,No,0.0,359.0,Dine-in,UPI,2024,2,Feb,Wednesday,21
O006479,2024-02-07,21:45:00,C03770,L003,P015,1,469.0,No,0.0,469.0,Dine-in,UPI,2024,2,Feb,Wednesday,21
O006480,2024-05-29,12:30:00,C09620,L001,P011,1,339.0,No,0.0,339.0,Delivery,Debit Card,2024,5,May,Wednesday,12
O006480,2024-05-29,12:45:00,C09620,L001,P016,1,219.0,No,0.0,219.0,Delivery,Debit Card,2024,5,May,Wednesday,12
O006481,2024-12-21,21:15:00,C06823,L010,P010,1,239.0,Yes,23.9,215.1,Dine-in,UPI,2024,12,Dec,Saturday,21
O006481,2024-12-21,21:15:00,C06823,L010,P015,2,469.0,Yes,93.8,844.2,Dine-in,UPI,2024,12,Dec,Saturday,21
O006481,2024-12-21,21:00:00,C06823,L010,P028,1,249.0,Yes,12.45,236.55,Dine-in,UPI,2024,12,Dec,Saturday,21
O006482,2024-09-21,11:30:00,C14430,L010,P014,1,369.0,No,0.0,369.0,Takeaway,Wallet,2024,9,Sep,Saturday,11
O006482,2024-09-21,11:45:00,C14430,L010,P030,1,449.0,No,0.0,449.0,Takeaway,Wallet,2024,9,Sep,Saturday,11
O006483,2024-09-24,19:15:00,C01122,L001,P010,2,239.0,Yes,71.7,406.3,Dine-in,Debit Card,2024,9,Sep,Tuesday,19
O006483,2024-09-24,19:30:00,C01122,L001,P031,2,289.0,Yes,57.8,520.2,Dine-in,Debit Card,2024,9,Sep,Tuesday,19
O006484,2024-06-20,21:15:00,C12206,L006,P011,1,339.0,No,0.0,339.0,Delivery,Credit Card,2024,6,Jun,Thursday,21
O006484,2024-06-20,21:00:00,C12206,L006,P014,2,369.0,No,0.0,738.0,Delivery,Credit Card,2024,6,Jun,Thursday,21
O006485,2024-10-30,21:00:00,C07104,L008,P004,1,249.0,Yes,24.9,224.1,Delivery,Cash,2024,10,Oct,Wednesday,21
O006485,2024-10-30,21:45:00,C07104,L008,P023,1,359.0,Yes,35.9,323.1,Delivery,Cash,2024,10,Oct,Wednesday,21
O006486,2024-12-01,21:45:00,C14531,L001,P022,1,259.0,No,0.0,259.0,Dine-in,UPI,2024,12,Dec,Sunday,21
O006486,2024-12-01,21:30:00,C14531,L001,P023,2,359.0,No,0.0,718.0,Dine-in,UPI,2024,12,Dec,Sunday,21
O006487,2024-12-19,20:00:00,C13137,L010,P010,1,239.0,No,0.0,239.0,Takeaway,Cash,2024,12,Dec,Thursday,20
O006487,2024-12-19,20:15:00,C13137,L010,P033,2,489.0,No,0.0,978.0,Takeaway,Cash,2024,12,Dec,Thursday,20
O006488,2024-02-07,15:15:00,C01893,L003,P033,1,489.0,No,0.0,489.0,Delivery,UPI,2024,2,Feb,Wednesday,15
O006488,2024-02-07,15:00:00,C01893,L003,P010,1,239.0,No,0.0,239.0,Delivery,UPI,2024,2,Feb,Wednesday,15
O006488,2024-02-07,15:15:00,C01893,L003,P007,1,229.0,No,0.0,229.0,Delivery,UPI,2024,2,Feb,Wednesday,15
O006489,2024-11-22,19:15:00,C12344,L006,P017,1,319.0,No,0.0,319.0,Delivery,Wallet,2024,11,Nov,Friday,19
O006489,2024-11-22,19:15:00,C12344,L006,P028,2,249.0,No,0.0,498.0,Delivery,Wallet,2024,11,Nov,Friday,19
O006490,2024-03-26,19:30:00,C00490,L003,P013,1,269.0,No,0.0,269.0,Delivery,UPI,2024,3,Mar,Tuesday,19
O006490,2024-03-26,19:15:00,C00490,L003,P020,1,379.0,No,0.0,379.0,Delivery,UPI,2024,3,Mar,Tuesday,19
O006490,2024-03-26,19:30:00,C00490,L003,P025,1,239.0,No,0.0,239.0,Delivery,UPI,2024,3,Mar,Tuesday,19
O006491,2024-05-30,17:45:00,C03453,L005,P015,1,469.0,No,0.0,469.0,Takeaway,Wallet,2024,5,May,Thursday,17
O006491,2024-05-30,17:45:00,C03453,L005,P003,1,399.0,No,0.0,399.0,Takeaway,Wallet,2024,5,May,Thursday,17
O006491,2024-05-30,17:15:00,C03453,L005,P012,1,439.0,No,0.0,439.0,Takeaway,Wallet,2024,5,May,Thursday,17
O006492,2024-05-11,18:00:00,C03008,L007,P032,1,389.0,No,0.0,389.0,Delivery,Debit Card,2024,5,May,Saturday,18
O006492,2024-05-11,18:30:00,C03008,L007,P017,1,319.0,No,0.0,319.0,Delivery,Debit Card,2024,5,May,Saturday,18
O006493,2024-09-12,22:00:00,C02232,L007,P013,1,269.0,No,0.0,269.0,Delivery,Credit Card,2024,9,Sep,Thursday,22
O006493,2024-09-12,22:00:00,C02232,L007,P004,1,249.0,No,0.0,249.0,Delivery,Credit Card,2024,9,Sep,Thursday,22
O006494,2024-08-14,19:30:00,C05497,L004,P008,2,329.0,No,0.0,658.0,Takeaway,Wallet,2024,8,Aug,Wednesday,19
O006494,2024-08-14,19:15:00,C05497,L004,P009,1,429.0,No,0.0,429.0,Takeaway,Wallet,2024,8,Aug,Wednesday,19
O006494,2024-08-14,19:45:00,C05497,L004,P007,1,229.0,No,0.0,229.0,Takeaway,Wallet,2024,8,Aug,Wednesday,19
O006495,2024-02-11,20:15:00,C15153,L001,P008,1,329.0,No,0.0,329.0,Delivery,Cash,2024,2,Feb,Sunday,20
O006495,2024-02-11,20:00:00,C15153,L001,P024,1,459.0,No,0.0,459.0,Delivery,Cash,2024,2,Feb,Sunday,20
O006496,2024-10-20,19:15:00,C03862,L003,P028,1,249.0,Yes,24.9,224.1,Takeaway,Debit Card,2024,10,Oct,Sunday,19
O006497,2024-06-15,20:15:00,C06055,L010,P018,1,419.0,Yes,41.9,377.1,Dine-in,Cash,2024,6,Jun,Saturday,20
O006497,2024-06-15,20:30:00,C06055,L010,P031,1,289.0,Yes,28.9,260.1,Dine-in,Cash,2024,6,Jun,Saturday,20
O006497,2024-06-15,20:30:00,C06055,L010,P009,1,429.0,Yes,64.35,364.65,Dine-in,Cash,2024,6,Jun,Saturday,20
O006497,2024-06-15,20:15:00,C06055,L010,P008,1,329.0,Yes,65.8,263.2,Dine-in,Cash,2024,6,Jun,Saturday,20
O006498,2024-01-01,13:15:00,C01987,L006,P016,1,219.0,Yes,32.85,186.15,Delivery,Wallet,2024,1,Jan,Monday,13
O006498,2024-01-01,13:15:00,C01987,L006,P031,1,289.0,Yes,14.45,274.55,Delivery,Wallet,2024,1,Jan,Monday,13
O006499,2024-06-06,22:15:00,C15982,L004,P033,1,489.0,No,0.0,489.0,Takeaway,Cash,2024,6,Jun,Thursday,22
O006499,2024-06-06,22:45:00,C15982,L004,P011,1,339.0,No,0.0,339.0,Takeaway,Cash,2024,6,Jun,Thursday,22
O006499,2024-06-06,22:15:00,C15982,L004,P020,2,379.0,No,0.0,758.0,Takeaway,Cash,2024,6,Jun,Thursday,22
O006499,2024-06-06,22:00:00,C15982,L004,P021,1,479.0,No,0.0,479.0,Takeaway,Cash,2024,6,Jun,Thursday,22
